Process Element ID,Hierarchy ID,Process Element,Metric Category,"Metric ID
",Metric Name,Formula,Units
10728,9.1,Perform planning and management accounting,Cost Effectiveness,105146,"Total cost to perform the process group ""perform planning and management accounting"" per process group FTE","(Total cost to perform the process ""perform planning/budgeting/forecasting"" + Total cost to perform the processes ""perform cost accounting and control"" and ""perform cost management"" + Total cost to perform the process ""evaluate and manage financial performance"") / (Number of FTEs who perform the process ""perform planning/budgeting/forecasting"" + Number of FTEs who perform the processes ""perform cost accounting and control"" and ""perform cost management"" + Number of FTEs who perform the process ""evaluate and manage financial performance"")",dollars
10738,9.1.2,Perform planning/budgeting/forecasting,Cost Effectiveness,109323,"Systems cost to perform the process ""perform planning/budgeting/forecasting"" per process FTE","Systems cost to perform the process ""perform planning/budgeting/forecasting"" / Number of FTEs who perform the process ""perform planning/budgeting/forecasting""",dollars
10738,9.1.2,Perform planning/budgeting/forecasting,Process Efficiency,101098,"Number of FTEs that perform the process ""perform planning/budgeting/forecasting"" per $1 billion revenue","Number of FTEs who perform the process ""perform planning/budgeting/forecasting"" / (Total business entity revenue * .000000001)",FTEs
10738,9.1.2,Perform planning/budgeting/forecasting,Cost Effectiveness,103813,"Total cost to perform the process ""perform planning/budgeting/forecasting"" per $1,000 revenue","Total cost to perform the process ""perform planning/budgeting/forecasting"" / (Total business entity revenue * 0.001)",dollars
10738,9.1.2,Perform planning/budgeting/forecasting,Cycle Time,100604,Cycle time in days to prepare the financial forecast,Cycle time in days to prepare the financial forecast,days
10738,9.1.2,Perform planning/budgeting/forecasting,Cost Effectiveness,103811,"Total cost to perform the process ""perform planning/budgeting/forecasting"" as a percentage of revenue","(Total cost to perform the process ""perform planning/budgeting/forecasting"" / Total business entity revenue) * 100",percent
10738,9.1.2,Perform planning/budgeting/forecasting,Cost Effectiveness,103812,"Total cost to perform the process ""perform planning/budgeting/forecasting"" per process FTE","Total cost to perform the process ""perform planning/budgeting/forecasting"" / Number of FTEs who perform the process ""perform planning/budgeting/forecasting""",dollars
10738,9.1.2,Perform planning/budgeting/forecasting,Process Efficiency,107873,Overall financial forecast accuracy,Overall financial forecast accuracy,percent
10738,9.1.2,Perform planning/budgeting/forecasting,Cost Effectiveness,105149,"Internal cost to perform the process ""perform planning/budgeting/forecasting"" per process FTE","(Personnel cost to perform the process ""perform planning/budgeting/forecasting"" + Systems cost to perform the process ""perform planning/budgeting/forecasting"" + Overhead cost to perform the process ""perform planning/budgeting/forecasting"" + Costs other than personnel, systems, overhead, and outsourced to perform the process ""perform planning/budgeting/forecasting"") / Number of FTEs who perform the process ""perform planning/budgeting/forecasting""",dollars
10738,9.1.2,Perform planning/budgeting/forecasting,Supplemental Information,102027,"Percentage of total finance function FTEs allocated to the process ""perform planning/budgeting/forecasting""","(Number of FTEs who perform the process ""perform planning/budgeting/forecasting"" / Number of FTEs who perform the function ""manage financial resources"") * 100",percent
10738,9.1.2,Perform planning/budgeting/forecasting,Process Efficiency,101760,Percentage error for the inventory cost forecast,Percentage error for the inventory cost forecast,percent
10738,9.1.2,Perform planning/budgeting/forecasting,Cycle Time,100635,Cycle time in days to update/revise the rolling forecast,Cycle time in days to update/revise the rolling forecast,days
10738,9.1.2,Perform planning/budgeting/forecasting,Process Efficiency,101762,Percentage error for the total sales forecast,Percentage error for the total sales forecast,percent
10738,9.1.2,Perform planning/budgeting/forecasting,Cost Effectiveness,105139,"Overhead and other costs to perform the process ""perform planning/budgeting/forecasting"" per $100,000 revenue","(Overhead cost to perform the process ""perform planning/budgeting/forecasting"" + Costs other than personnel, systems, overhead, and outsourced to perform the process ""perform planning/budgeting/forecasting"") / (Total business entity revenue * 0.00001)",dollars
10738,9.1.2,Perform planning/budgeting/forecasting,Cost Effectiveness,102990,"Personnel cost to perform the process ""perform planning/budgeting/forecasting"" per $1,000 revenue","Personnel cost to perform the process ""perform planning/budgeting/forecasting"" / (Total business entity revenue * 0.001)",dollars
10738,9.1.2,Perform planning/budgeting/forecasting,Cost Effectiveness,102988,"Personnel cost to perform the process ""perform planning/budgeting/forecasting"" per process FTE","Personnel cost to perform the process ""perform planning/budgeting/forecasting"" / Number of FTEs who perform the process ""perform planning/budgeting/forecasting""",dollars
10738,9.1.2,Perform planning/budgeting/forecasting,Cost Effectiveness,103330,"Systems cost to perform the process ""perform planning/budgeting/forecasting"" per $100,000 revenue","Systems cost to perform the process ""perform planning/budgeting/forecasting"" / (Total business entity revenue * 0.00001)",dollars
10738,9.1.2,Perform planning/budgeting/forecasting,Cycle Time,100160,Cycle time in days to complete the annual budget,Cycle time in days to complete the budget,days
